str_no_string|NO STRING!
str_npc8_rehire_speech|Greetings to you, {playername}.
str_npc9_rehire_speech|It has been quite a while, Commander! But my pockets are close t' empty now. How about re-establishing our good old relations?
str_npc10_rehire_speech|Xhondo is pleased to see this face again. No one left to rule your ship, so you seek Xhondo?
str_npc11_rehire_speech|Well if it isn't my old glorious Leader! I managed to make a few investments but they will take some time to bear fruit. In the meantime I'm looking for work. Are you in need of my services?
str_npc12_rehire_speech|Well met, Commander! The wars rage on but I've had little luck finding a lord that can afford my services. I know you to be well supplied with coin and so I offer you my sword once more.
str_npc13_rehire_speech|My old Chief! I have found the peace I sought back in the Mountains of the Moon. But now I feel the lust for battle raising anew in me. Let me chop off the manhood of each of all your foes!
str_npc14_rehire_speech|It's good to see your face again, captain! Have you run out of good archers and found me to fight together once again?
str_npc15_rehire_speech|It's good to see you, my lord. I've reconsidered my options and I would like to join your retinue again.
str_kurleket_rehire_speech|It is good to see you again. I shall ride with you once again.
str_thoros_rehire_speech|The Lord has sent me back to you {playername}. Perhaps we should join forces once again?
str_dacey_rehire_speech|Will you allow me to serve with you once again?
str_wunwun_rehire_speech|Wun-Wun rejoin?
str_dongo_rehire_speech|Dongo glad see master.
str_son_rehire_speech|It is good to see you again {father/mother}. I shall ride with you once again.
str_daughter_rehire_speech|It is good to see you again {father/mother}. I shall ride with you once again.
str_event_rehire_speech|It is good to see you again. I shall ride with you once again.
str_npc1_home_intro|We are very close to Braavos where I once lived and worked as the first sword of Braavos. The city's linked across a hundred islands, its a sight to behold. You should definitely pay a visit there soon if possible.
str_npc2_home_intro|We're approaching Kings Landing. The capital of Westeros.
str_npc3_home_intro|Can you smell that? No? Oh, umm me neither.
str_npc4_home_intro|King's Landing. Never thought I'd see it again. Not after my trouble with the city watch anyways. Good place to live if you have the coin, but a living hell if you don't.
str_npc5_home_intro|Stoney Sept... This place brings back enduring memories. Did I tell you that I had fought in the Battle of the Bells, one of the most important battles of Robert's Rebellion? It was fought here, in this town.
str_npc6_home_intro|We are nearing Harvest Hall, the seat of House Selmy.
str_npc7_home_intro|Do you know the story of this enormous castle, Harrenhal? Harren the Black, King of the Iron Islands and the Riverlands, built Harrenhal as a monument to himself, intending it to be the greatest of all castles in Westeros and for it to dwarf any other.
str_npc8_home_intro|You wonder why they call me Brienne of Tarth?
str_npc9_home_intro|Maidenpool, good place for a rest after a long walk on the road. It's the seat of House Mooton, with that chubby William Mooton and that red fish on his soldiers teats. The Stinking Goose is where you want to go to buy a room and get some food and other pleasures.
str_npc10_home_intro|Oldtown is where Quhuru Mo left Xhondo. Xhondo knows some history. Oldtown survived the Andal invasion. City welcomed the Andals, not resisted them. Also, during the Great Spring Sickness Oldtown suffered badly. Only King's Landing suffered worse.
str_npc11_home_intro|It has been some time since I came to Lannisport. I was actually here when the Ironborn burned the Lannister fleet during the Greyjoy Rebellion. I had come with my father to attend a wedding and ended up at a funeral.
str_npc12_home_intro|Ah, Duskendale, I have friends here and many a good memories. Still, the place has a sad history to it as well. Have you ever heard of the Defiance of Duskendale? I am no bard, but I can tell you of it because I was there when it happened.
str_npc13_home_intro|Mountains of the Moon have always been my true home. The Stone Crows, one of the tribes around here, are led by me. We did not recognize the authority of the Eyrie so these cravens outlawed us.
str_npc14_home_intro|I grew up here, in Blackhaven. Did you know that when Ser Barristan Selmy was ten years old, he borrowed armour and entered a tourney as a mystery knight that took place here?
str_npc15_home_intro|Golden Tooth. Never thought I'd see it again. I used to serve my lord here.
str_kurleket_home_intro|...
str_thoros_home_intro|We are nearing Myr.
str_dacey_home_intro|We are nearing Bear Island, my home. They say that King Rodrick Stark won it in a wrestling match before granting it to House Mormont.
str_wunwun_home_intro|Thenn, home of the most advanced of the little people this side of wall.
str_dongo_home_intro|Fist of First Man home of Tormund.
str_son_home_intro|...
str_daughter_home_intro|...
str_event_home_intro|...
str_npc1_home_description|well, it was once called the secret city and was unknown to the world for centuries. It was only really recognised after the doom of Valyria.
str_npc2_home_description|Perhaps I should get myself some whores for the night, eh?!
str_npc3_home_description|What in the Seven Hells is THAT?!
str_npc4_home_description|City's divided by coin, you see; poorer folk lives in the slums of Flea Bottom and those that are rich live on the other side of Rhaenys's Hill or even by the Old Gate. Then you have merchant and work districts like the Street of Steel for smiths.
str_npc5_home_description|Forces of King Aerys were chasing after Robert Baratheon, attempting to cut him off from his northern allies. Robert was wounded and hiding here. Jon Connington took the town by force and began searching for him from house to house. Then Eddard Stark's and Hoster Tully's forces swept into the town. Connington fought back fiercely. Then Robert came out and led a counter attack.
str_npc6_home_description|This is where I grew up....
str_npc7_home_description|The construction of his dream took about forty years. Upon its completion, King Harren boasted that his new fortress was impregnable, and it was. However, he failed to take into account Aegon the Conqueror and his dragons invading Westeros shortly after the building was finished.
str_npc8_home_description|The island of Tarth, and there's Evanfall Hall.
str_npc9_home_description|Town's got a harbour too, with ships coming and going even during the war. Bay of Crabs is nearby. This place is sorta my home away from home, being close to Crackclaw Point, you see. I like it here, though I cannot really explain the nature of my affection.
str_npc10_home_description|A beautiful city. Also one of the most important ports. Trading ships from Westeros, Summer Islands, Free Cities and other places come here. Always a crowd in the harbours.
str_npc11_home_description|But I would rather speak of the great works that take place here. All roads lead to Lannisport, and those roads are paved with gold! The Westerlands have a great abundance of gold mines, and Casterly Rock sits upon the largest lode. The city is not as large as King's landing but it has far less slums and far more business. The city watch is not as corrupt as the Gold Cloaks of King's Landing, and they are a good deal more reliable too.
str_npc12_home_description|I was a squire back then, fetching swords and tending the horses. King Aerys had gone to Duskendale to settle the matter of town not paying taxes, but the Darklyns who ruled there took him prisoner. A great host was brought to the gates by the Hand, Tywin Lannister. But all those men were for naught, the Darklyns would open the King's throat the moment they attacked.
str_npc13_home_description|We raid and plunder their villages, steal cattle and women, capture lordling's worth good ransom. We won't accept no rule over us. We're free people and we will live and die free. And no one dares attack us in OUR mountains, because they know we will kill them all to the last!
str_npc14_home_description|He was eventually defeated and unmasked by Prince Duncan Targaryen. For that, Ser Barristan earned the nickname 'Bold'. Hard to believe, but that is true.
str_npc15_home_description|Ser Lorimer. A skilled man, but not a wise one. He used to train me every morning. I thought I'd be a knight one day with his tutelage.
str_kurleket_home_description|...
str_thoros_home_description|This is where I grew up.
str_dacey_home_description|There뭩 a carving on our gate. A woman in a bearskin, with a child in one arm suckling at her breast. In the other hand, she holds a battleaxe.
str_wunwun_home_description|Nice free folk armour and weapons forged here. I like big mace to make crows go splat.
str_dongo_home_description|Tormund name Giant뭩 Bane a lie.쟕ormund lost, cold, and almost dead. Tormund found cave.쟙oman giant lived there, he cut open her belly and crawled inside. When giant woke up, she thought she had given birth.
str_son_home_description|...
str_daughter_home_description|...
str_event_home_description|...
str_npc1_home_description_2|Their are no trees in Braavos, but home to many stone and granite monuments.
str_npc2_home_description_2|There's enough here to go around, I can assure you that.
str_npc3_home_description_2|Jeez that's not good.
str_npc4_home_description_2|Some unknown lord paid for my apprentice fees. I always wondered why.
str_npc5_home_description_2|When Connington saw the battle was lost, he retreated in good order and was afterwards exiled for his failure by Aerys. The battle is called so because at the beginning of the it the sept tolled the city bells to warn the citizens of the battle and to persuade them to stay inside their houses.
str_npc6_home_description_2|...
str_npc7_home_description_2|The dragons were not obstructed by high walls and forbidding towers, for dragons fly. They roasted Harren alive in the tallest of the towers, now known as the Kingspyre. Due to the extreme heat, the castle took on a charred, melted appearance.
str_npc8_home_description_2|They call this place the Sapphire isle, though unfortunately not for the abundance of sapphires.
str_npc9_home_description_2|Maidenpool has never seen no maidens in no bloody pools, though. It takes its name from the pool where the legendary Florian first spied Jonquil bathing with her sisters. Must've been a good sight, right?
str_npc10_home_description_2|But truly the symbol of Oldtown is Hightower. Xhondo thinks it's tallest structure in your land. Its beacon can be seen from many miles in the sea. A welcoming sight, once.
str_npc11_home_description_2|I've always dreamed of setting up shop here and dealing with the renowned goldsmiths that live here. But what I would have to pay for the necessary permits and licenses would bankrupt most noble houses!
str_npc12_home_description_2|This went on until Barristan the Bold walked into the camp with the King in tow. He had single-handedly sneaked into the Dun Fort and saved Aerys. Without their hostage the Darklyns surrendered in hopes of finding mercy but they were beheaded all to the last, Duskendale given to House Rykker.
str_npc13_home_description_2|Lords and ladies, knights and sellswords - they are all the same in some sense. They all soil their pants when they are brought before me, hah! You are what you are in the Mountains of the Moon and there is no more pretending there.
str_npc14_home_description_2|My father was local Lord's huntsman. He taught me how to use the bow and how to fletch arrows. Sometimes, he took me with him on long hunts during which we almost reached Ashford on foot.
str_npc15_home_description_2|I'm sure my father would be proud of me now.
str_kurleket_home_description_2|...
str_thoros_home_description_2|Such a wonderful place.
str_dacey_home_description_2|She뭩 no proper lady, that one, but I always loved her.
str_wunwun_home_description_2|Wun-Wun eat now.
str_dongo_home_description_2|She forced Tormund to suckle her for 3 moons until he escaped, earned name Giant뭩 Babe.
str_son_home_description_2|...
str_daughter_home_description_2|...
str_event_home_description_2|...
str_npc1_home_recap|I'm from Essos, where I learned to handle a sword and the meaning of honour.
str_npc2_home_recap|Blackwater.. damned place.
str_npc3_home_recap|I used to live in {s20} ya know... or was I just visiting.. I forget now.
str_npc4_home_recap|I was born a bastard and my mother died when I was very young, fortunately I managed to get an apprenticeship with Tobho Mott. I guess I was lucky.
str_npc5_home_recap|The sept sits on a hill. Below it is a holdfast made of grey stone that seems undersized for the town that surrounds it. The heart of Stoney Sept is a market square with a fountain in the shape of a leaping trout.
str_npc6_home_recap|....
str_npc7_home_recap|Harrenhal is a great castle constructed before the War of Conquest, located in the Riverlands, on the north shore of the Gods Eye lake. It is the largest castle in the Seven Kingdoms. Since the War of Conquest, however, it has become a dark and ruinous place.
str_npc8_home_recap|The evenstar sent me away to Storms End. It feels good to be back, even if only for a brief while.
str_npc9_home_recap|The castle at Maidenpool sits on a hill, and the town is walled. East of Maidenpool are hills. There are two roads leading to King's Landing from Maidenpool. One that goes through Duskendale and the other which travels along the coast. The former is the fastest one.
str_npc10_home_recap|Many rivers and canals criss cross its cobbled streets. Stone mansions are common here. The city is a labyrinth of wynds, alleys and streets. The temples that cater to foreign sailors are all located down by the wharves.
str_npc11_home_recap|Nestled by the Sunset Sea with gold in its hills, Lannisport truly is a gem among cities. I look forward to the day I can make my home there and leave behind my life on the roads.
str_npc12_home_recap|Duskendale spreads out around the harbour and has cobbled streets. The castle that overlooks the port is known as the Dun Fort. It is a squat square stone castle with big drum towers of House Rykker.
str_npc13_home_recap|Their foothills are rocky, high and wild. The mountains have snow-capped peaks. Rock slides are common here. The eastern road from the Crossroads Inn passes through the Mountains of the Moon.
str_npc14_home_recap|Blackhaven has a long history as a defensive fortification against attacks out of Dorne to the south. This is due to Dornish Marches being a common battleground between the Stormlands, the Reach and Dorne for over a thousand years.
str_npc15_home_recap|Well, let's forget about all that. Time to move forward.
str_kurleket_home_recap|...
str_thoros_home_recap|....
str_dacey_home_recap|Bear Island is an island in the far North. We can get there by ferry, though having our own ship would be much more preferable.
str_wunwun_home_recap|'Grunts'
str_dongo_home_recap|'Groans'
str_son_home_recap|...
str_daughter_home_recap|...
str_event_home_recap|...
str_npc1_honorific|{경/부인}
str_npc2_honorific|{playername}
str_npc3_honorific|젊은이
str_npc4_honorific|사령관
str_npc5_honorific|사령관
str_npc6_honorific|전하
str_npc7_honorific|{경/부인}
str_npc8_honorific|전하
str_npc9_honorific|사령관
str_npc10_honorific|선장
str_npc11_honorific|대장
str_npc12_honorific|사령관
str_npc13_honorific|족장
str_npc14_honorific|선장
str_npc15_honorific|사령관
str_kurleket_honorific|사령관
str_thoros_honorific|{playername}
str_dacey_honorific|{경/부인}
str_wunwun_honorific|아가
str_dongo_honorific|아가
str_son_honorific|{아버지/어머니}
str_daughter_honorific|{아버지/어머니}
str_event_honorific|사령관
str_npc1_kingsupport_1|That's a great idea, {ser/madame}. All the kingdoms are currently at war bringing hardship to everyone within the realm. Someone needs to bring honour back to these lands and theirs no reason it cant be you.
str_npc2_kingsupport_1|Well, I'd support you. I think you'd give the people the kind of ruler which they have long needed.
str_npc3_kingsupport_1|Well, Young One - I would worry for you.
str_npc4_kingsupport_1|Well, {playername}, you're a great leader and your valour in battle and mastery of command do deserve a throne.
str_npc5_kingsupport_1|This feat has great a risk but yields a great reward if accomplished. If I accompany you, this is going to be my last significant deed, I wager. You have my support in this.
str_npc6_kingsupport_1|I would gladly follow your grace. Though please take note of all the people I have served, the worst were those who played the game of thrones.
str_npc7_kingsupport_1|Say no more. I can see it in your eyes that you are as certain of your success as a man can be. Perhaps this is a chance for me to do something in my life worth being remembered after my death.
str_npc8_kingsupport_1|I would follow you wherever your Grace.
str_npc9_kingsupport_1|Bloody business. That's what I think about it. Profitable, however, in the end. And with you being at the helm of your company this venture does have a chance of workin' out.
str_npc10_kingsupport_1|This is troubling. Xhondo is not from this land, but Xhondo likes it here. Xhondo will help.
str_npc11_kingsupport_1|A bid for the throne? That뭩 a gamble that would give even my late father pause. Anyone else I would've considered madman or feverish, but in you I do see a potential investment.
str_npc12_kingsupport_1|You will not stop until you become a King or lay dead in some godforsaken crypt, will you? That's the same I would do in your stead! Just imagine how famous we will become. Not that I lack fame, but there can't be too much of it, right?
str_npc13_kingsupport_1|Well, Chief, you're the boldest little fighter I've met. Normally I just take what my strength allows me to take, but we have been through too many battles together for me to abandon you on this way.
str_npc14_kingsupport_1|A throne, huh? Well, if we were just a brotherhood of knights seeking brigands and criminals, I would've called you a madman. But we have made ourselves quite a reputation. I'm with you, Captain.
str_npc15_kingsupport_1|Well, my lord, you're a great leader and your valour in battle and mastery of command do deserve a throne.
str_kurleket_kingsupport_1|....
str_thoros_kingsupport_1|The only King I ever formed a friendship with was Robert Baratheon, since we liked to drink, fight, and fornicate.쟅 don뭪 think those things make a good king. But with you I have seen courage, a sense of justice, and the ability to fight the monster that the ravages of war often create.
str_dacey_kingsupport_1|My family has declared fidelity to King Winter, Robb Stark.쟅 believe in honouring the oaths and pledges of my family, I cannot be blind to my belief you can bring peace back to the land.
str_wunwun_kingsupport_1|Giants have no king, live like bears. You want to rule over little people?
str_dongo_kingsupport_1|Free Folk will follow you, we like you.
str_son_kingsupport_1|....
str_daughter_kingsupport_1|....
str_event_kingsupport_1|....
str_npc1_kingsupport_2|Of course. I can train your soldiers into great swordsmen.
str_npc2_kingsupport_2|As long as you shit gold and pass some my way, I'm all for it 'Your Grace'.
str_npc3_kingsupport_2|I would, my {lord/lady}. But I would ask you to establish at least a minimal amount of erm.. agh crap.. what was I saying?
str_npc4_kingsupport_2|I would, but you should give me your word that you will do your best to guard the innocents from monsters like Ser Gregor Clegane. Also, something needs to be done with prices on raw smithing materials.
str_npc5_kingsupport_2|Definitely. But don't misunderstand me, Commander, I'm an old man and I want to have a warm and stout castle to spend my last days in, maybe even acquire a family and an heir to which I could hand down all my legacy.
str_npc6_kingsupport_2|I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace.
str_npc7_kingsupport_2|Yes, Sire. If we succeed in our venture though I would ask you to allow me to carry out my experiments on the dead and the living. I could use your prisoners for this.
str_npc8_kingsupport_2|I would -- on one condition. You allow me a position in your Kingsguard.
str_npc9_kingsupport_2|Make it worth my effort and time and I would. As long as there's good money in 't, I'm your most loyal follower and supporter in this affair.
str_npc10_kingsupport_2|Yes. If you do not forget Xhondo later and reward him well.
str_npc11_kingsupport_2|Without doubt. I know you to be a friend of merchants like me, and as {King/Queen} I am sure you would respect us and protect our rights to trade unimpeded.
str_npc12_kingsupport_2|You ask me that after I've cut down myriads of people while fighting under your banner? There is just one simple favour I would ask of you when you become a King though - lands and glory for myself.
str_npc13_kingsupport_2|Moreover, I'd chop off the manhood of each of the men that dare not support you! And Chief, I need your promise to make smallfolk let us take some livestock and goods from them from time to time.
str_npc14_kingsupport_2|Certainly. You're a man of your word and a valiant warrior. I believe you will not let neither bandits nor highborn lords hurt the smallfolk. My initial quest was to bring justice so that's what I ask of you.
str_npc15_kingsupport_2|I would, but you should give me your word that you will do your best to guard the innocents from monsters like Ser Gregor Clegane. A good ruler is strong, but also honourable and just.
str_kurleket_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace.
str_thoros_kingsupport_2|I must be true to the visions I see in the fire and that vision is you leading the people to a better world. I will consult with the Red Priest of R'hllor in Myr to grant you support.
str_dacey_kingsupport_2|I am willing to cast aside prior allegiances and convince others to assist you in claiming the Iron Throne.
str_wunwun_kingsupport_2|Full bellies. You give that to Giants, we make you King.
str_dongo_kingsupport_2|Dongo will tell all free folk that to be safe we need you to lead us.
str_son_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace.
str_daughter_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace.
str_event_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless, of your ability to lead men against great odds and triumph, and tell them that if you were to become {king/queen}, there would be one law and one peace.
str_npc1_kingsupport_2a|Please, go on.
str_npc2_kingsupport_2a|Crown is gold and power. You will have a share of both.
str_npc3_kingsupport_2a|Please... continue.
str_npc4_kingsupport_2a|I will do what I can.
str_npc5_kingsupport_2a|You have deserved it and you shall have it.
str_npc6_kingsupport_2a|Of course your grace.
str_npc7_kingsupport_2a|I don't think you will do me any harm by that.
str_npc8_kingsupport_2a|Sure your Grace.
str_npc9_kingsupport_2a|There's so much money in it you won't be able to carry it all.
str_npc10_kingsupport_2a|You'll have so much gold you will bath in it!
str_npc11_kingsupport_2a|You have my word on that.
str_npc12_kingsupport_2a|You shall rightfully have it. What do you have in mind?
str_npc13_kingsupport_2a|I believe they can manage without some of it. Granted.
str_npc14_kingsupport_2a|The realm will have justice. Please go on.
str_npc15_kingsupport_2a|I will do what I can.
str_kurleket_kingsupport_2a|Of course {my lord/my lady}.
str_thoros_kingsupport_2a|Of course.
str_dacey_kingsupport_2a|Of course.
str_wunwun_kingsupport_2a|Uh.
str_dongo_kingsupport_2a|Uh.
str_son_kingsupport_2a|Of course {father/mother}.
str_daughter_kingsupport_2a|Of course {father/mother}.
str_event_kingsupport_2a|Of course {my lord/my lady}.
str_npc1_kingsupport_2b|Well. We saw how that turned out. Didn't we?
str_npc2_kingsupport_2b|I have no intention of helping others, unless there's plenty of gold involved.
str_npc3_kingsupport_2b|Yup I may as well ask the horse.
str_npc4_kingsupport_2b|Ser Gregor and his kind shall do with their peasants as they please.
str_npc5_kingsupport_2b|Search for a free castle elsewhere.
str_npc6_kingsupport_2b|I am sorry, but this just doesn't sit right.
str_npc7_kingsupport_2b|Are you back to it again? Get out of my sight!
str_npc8_kingsupport_2b|I'm sorry your Grace, but this is one road I cannot follow you down.
str_npc9_kingsupport_2b|Greedy bastard, get out of my face!
str_npc10_kingsupport_2b|Xhondo asks too much for help of a beggar from the Summer Islands.
str_npc11_kingsupport_2b|Forget it, I'm not going to support merchants.
str_npc12_kingsupport_2b|Lands for a hedge knight? Are you in earnest?
str_npc13_kingsupport_2b|You raid their villages every day and now you demand this?!
str_npc14_kingsupport_2b|Protect the smallfolk? Forget it.
str_npc15_kingsupport_2b|Ser Gregor and his kind shall do with their peasants as they please.
str_kurleket_kingsupport_2b|I am sorry {my lord/my lady}, but I feel this is not right.
str_thoros_kingsupport_2b|I must follow the guide of the Lord. Unfortunately he does not see you fit.
str_dacey_kingsupport_2b|I am sorry, but this I'm not comfortable with.
str_wunwun_kingsupport_2b|Grah!
str_dongo_kingsupport_2b|Rahhh!
str_son_kingsupport_2b|I am sorry {father/mother}, but I feel this is not right.
str_daughter_kingsupport_2b|I am sorry {father/mother}, but I feel this is not right.
str_event_kingsupport_2b|I am sorry {my lord/my lady}, but I feel this is not right.
str_npc1_kingsupport_3|If I could go about this land for a few weeks. I have trained and worked with many great swordsmen. I shall let them know of you and your honour, they will be sure to join our cause.
str_npc2_kingsupport_3|If you like, I can visit every brothel in Westeros and tell them the new {king/queen} will shit gold and enforce all whores to fuck for free. That should get you some support.
str_npc3_kingsupport_3|PROTECTION! YES.. that's it.. protection. That's what I was saying. I shall find you more protection. How should I do that?
str_npc4_kingsupport_3|Alright then. I shall meet with other smiths and tell them how life will improve with you on the throne. They will spread it across the realm and smiths will support you.
str_npc5_kingsupport_3|I did not doubt your honour even for an instant. I shall strive to find all the living knights, lordling's and lords I have ever fought with and convince them of your cause being worthy to join.
str_npc6_kingsupport_3|Very well.
str_npc7_kingsupport_3|Excellent. Then I shall use all my connections to spread the word about your claim all over the realm. People of great and humble births alike will hear that you are the only one worthy of being supported.
str_npc8_kingsupport_3|Good! Then give me a few weeks and I'll go about the courts of this land, letting it be known that you are the one true {king/queen} of the Iron Throne.
str_npc9_kingsupport_3|I believe I will, s'why I am here, after all. Days and weeks will pass and people all over The Seven Kingdoms will hear of you, drink to your health and dream of your ascension to the throne, you have my word on it.
str_npc10_kingsupport_3|Good. Xhondo will find a way to let every sailor of this land know about greatness of {playername}.
str_npc11_kingsupport_3|If you promise to look out for the merchants and to make the roads safer then I will help you in your quest. I will meet with merchants, traders and guildsmen and speak of your claim. With their support, your right to the throne will be all the greater.
str_npc12_kingsupport_3|Splendid, I knew you would understand my reasons for asking this of you. If I am to travel the land and spread tales of your valorous deeds, bringing knights and lordling's to your cause, I don't want to end up without any gratitude.
str_npc13_kingsupport_3|I knew you would compromise with the mountain clans. How else are you to take the throne?! I'll let them know of your decision and you shall have the fiercest warriors in your host before long!
str_npc14_kingsupport_3|Very well. Every peasant knows me as a former member of the Brotherhood Without Banners who shot criminals and other rabble on the roads. I will talk to them in villages and tell them of your just rule. You will have their support.
str_npc15_kingsupport_3|Alright then. I shall meet with other squires and tell them how life will improve with you on the throne. They will spread it across the realm and young squires like myself will support you.
str_kurleket_kingsupport_3|Very well {my lord/my lady}.
str_thoros_kingsupport_3|Very well.
str_dacey_kingsupport_3|Very well.
str_wunwun_kingsupport_3|'Groans'
str_dongo_kingsupport_3|'Groans'
str_son_kingsupport_3|Very well {father/mother}.
str_daughter_kingsupport_3|Very well {father/mother}.
str_event_kingsupport_3|Very well {my lord/my lady}.
str_npc1_kingsupport_objection|That loath can be seen and heard for miles. The sword of Braavos thinks you would be better off him gone.
str_npc2_kingsupport_objection|Your pissing in the wind with this one. You should've given his armour and horse to a warrior more fit for battles to come.
str_npc3_kingsupport_objection|Nope.
str_npc4_kingsupport_objection|Commander, that Summer Islander Xhondo you have entrusted with a task concerning your claim doesn't really give hope to me that he will be entirely honest with us while fulfilling it. I suggest keeping a close eye on him.
str_npc5_kingsupport_objection|Commander, that soldier Nimble Dick you've sent on his quest is a slimy character. I know people like him, he'll be returning back with a purse full of golden dragons and an army to put us in chains till the rest of our days.
str_npc6_kingsupport_objection|....
str_npc7_kingsupport_objection|Sire, I know you have made common cause with that merchant, Hibald. I hardly believe his kind at all, he will more likely sell us to our enemies than acquire any support for our noble cause. Better send him on his way until it is too late.
str_npc8_kingsupport_objection|I'm not so sure about that false knight, sire. He's dishonoured before and I'm sure he will do it again.
str_npc9_kingsupport_objection|Commander, I have seen a lot of men good n' evil, but that former Maester you sent away with a task is the most dangerous man I've ever looked upon. He sends shivers down my spine with a glance. Better get rid of him.
str_npc10_kingsupport_objection|Captain. Xhondo does not like trusting follower of Red God. Xhondo thinks those lunatics are capable of anything.
str_npc11_kingsupport_objection|Leader, you've sent Gendry to the smiths to tell them how high you will value their work and how you will decrease the prices on materials thereby decreasing profit of merchants and traders all over the realm. That doesn't seem fair at all to me!
str_npc12_kingsupport_objection|Commander, this sword for hire Bronn is a typical mercenary, a natural sellsword. I have seen enough of his kind in my life and I suggest you get rid of him, the sooner the better. Such people value gold more than allies.
str_npc13_kingsupport_objection|Chief, that Ser Craven Longmouth that always speaks of how singers sing of him is worth nothing in a good battle. Don't you count on him to protect and support your claim. Just say the word and I'll chop his manhood off and feed it to the goats!
str_npc14_kingsupport_objection|Captain, I heard that you had dispatched Shagga son of Dolf to the Mountains of the Moon to talk to other clans. You promised them that smallfolk would spare them some goods and livestock. I don't think that's just - fleecing poor peasants.
str_npc15_kingsupport_objection|...
str_kurleket_kingsupport_objection|I do not trust that Brienne, sire. You should tell her, to take her leave.
str_thoros_kingsupport_objection|I do not trust that Brienne, sire. You should tell her, to take her leave.
str_dacey_kingsupport_objection|Mormonts have been hunting Wildlings for as long as I can remember.쟛ou mark yourself as an enemy of the Free Folk by sending him out in your name.
str_wunwun_kingsupport_objection|Little girl Mormont, fight good. Must crush niece of Crow King.쟋ust protect free folk from her blade.
str_dongo_kingsupport_objection|Dacey Mormont. Mormont, a name we fear and hate.쟕he name of the Crow King, you make enemies of the free folk.
str_son_kingsupport_objection|I do not trust that Brienne, sire. You should tell her, to take her leave.
str_daughter_kingsupport_objection|I do not trust that Brienne, sire. You should tell her, to take her leave.
str_event_kingsupport_objection|I do not trust that Brienne, sire. You should tell her, to take her leave.
str_npc1_intel_mission|Well, as it happens, I have a few cousins over in {s17} that can tell us about {s18}.
str_npc2_intel_mission|With a few gold coins the brothel in {s17} will tell me all I need to know about {s18}.
str_npc3_intel_mission|Although it has been a long time since I visited the countryside of {s17}, I still might be able to make contact with some of its older and wiser residents. They are retired merchants, rich farmers, and owners of big herds. They do talk a lot of bullshit, but may be able to tell us quite a bit about the state of the {s18}.
str_npc4_intel_mission|Commander, I could ask around the smithy over at {s17} of {s18}. Them peasants seem to know everything that happens in the realm so I believe we will have something to ponder upon when I return.
str_npc5_intel_mission|Commander, an old veteran who is a big friend of mine lives in {s17}. I could visit him and drink to all the battles we've fought together and find out things you need to know about {18}. Just say the word.
str_npc6_intel_mission|If you need, I can go to {s17} and gain insight into {s18}.
str_npc7_intel_mission|Sire, if you let me travel to {s17} where I've spent many a day tending to the wounded locals I will gather all the information about {s18}. Once you save someone's life he is indebted to you. These people won't leave a single rumour out.
str_npc8_intel_mission|If you need, I can go to {s17} and gain insight into {s18}.
str_npc9_intel_mission|Commander, information being one of my specialities there's no better source of it concerning {s18} than me. Give me leave to visit {s17} and after a while you'll have a bloody lot of latest news from it.
str_npc10_intel_mission|Xhondo is brother to many other sailors in {s17}. They will speak. And with tales of {s18} Xhondo shall return.
str_npc11_intel_mission|Leader, I do have certain ties with the guildsmen and merchants in {s17}. If you need to know about the political situation in {s18} I'm sure they'll have news to share with their old friend.
str_npc12_intel_mission|Commander, if it's {s18} you want to know more of I could give you a hand in this. Many a noble man know me in {s17} and if you send me there, you will know everything on my return
str_npc13_intel_mission|Chief, send Shagga to {s17} where people tremble at the sight of me and they will bury me under heaps of rumours and news of {s18}. If they leave anything you need to know out I'll return to them and chop their manhoods off!
str_npc14_intel_mission|Captain, if you need information about current state of affairs in {s18} I can talk with smallfolk at {s17}. They always shared their knowledge with the Brotherhood Without Banners, so they won't turn down my request.
str_npc15_intel_mission|Commander, I could ask around the for information over at {s17} of {s18}. Them peasants seem to know everything that happens in the realm so I believe we will have something to ponder upon when I return.
str_kurleket_intel_mission|If you need {my lord/my lady}, I can go to {s17} and gain insight into {s18}.
str_thoros_intel_mission|I know several of the Red Priest in {s17}, through these brothers of the faith I can learn what is happening in {s18}.
str_dacey_intel_mission|If you need, I can go to {s17} and gain insight into {s18}.
str_wunwun_intel_mission|I talk to last giants and free folk of {s17}.쟙e make little people bow?or we break them.
str_dongo_intel_mission|Give all free folk and giants home South of Wall and I talk in {s17}.
str_son_intel_mission|If you need {father/mother}, I can go to {s17} and gain insight into {s18}.
str_daughter_intel_mission|If you need {father/mother}, I can go to {s17} and gain insight into {s18}.
