
str_no_string|NO STRING!
str_npc_kassim_retirement_speech|{reg63?바하둘:부인}, 전 당신이 건네준 소금을 먹었고, 충직하고 치열하게 당신을 위해 싸웠고, 전리품은 늘 풍부했지요. 이제 제 고향으로 돌아가볼까 합니다, 칸의 사람들이 나를 잊어 버렸기를 바라면서, 제 아버지와 형제들을 다시 만나기 위해 말이죠. Khuda Hafiz.
str_npc_lethaldiran_retirement_speech|대장님, 제가 당신의 부대 생활을 즐기면서, 차마 다수의 부하들에게 같은 말을 전할 수 없었습니다. 당신에게만 작별인사를 건네고 싶었어요.
str_npc_jocelyn_retirement_speech|대장님, 전 그들에게 이래라 저래라 명령을 내리는 일에 지쳐 버렸습니다. 전 혼자서 지휘할 부대를 세울 겁니다. 그동안 우리가 함께 싸워왔던 시간에 대해 감사 드립니다. 그리고 전 항상 당신을 친절하게 맞이할 겁니다.
str_npc_alistair_retirement_speech|저의 최선의 노력에도 불구하고, 당신은 여전히 도덕적으로만 고결함을 유지하고 있고, 당신의 부대에 있는 걸 더는 참을 수가 없을 것 같군요. 전 제 기사단장이 제게 맡긴 임무를 계속할 생각이고, 훗날 절 만나게 된다면 조심하라고 충고해주고 싶군요.
str_npc_rayne_retirement_speech|우리는 서로가 뭉쳐 잘 싸웠고, 많은 영광을 얻었습니다. 하지만, 전 제 기사단에 돌아가봐야만 합니다. 그래서 전 이제 당신 곁을 떠납니다. 언젠가 우린 다시 만나게 되겠지요.
str_npc_julia_retirement_speech|전 펜도르 전역을 다니며 충분할 정도로 걷고 또 걷기만 했습니다. 전 마을 어딘가에 작은 집을 살 만한 충분한 돈을 모았어요, 그래서 상단 호위병 일을 알아보려고 생각중이에요, 이제 전 예전처럼 지붕에 제 머리를 얹고 잠에 들 수 있겠지요. 잘있어요, 당신을 만난 건 제 일생에서 최고의 행운이었어요.
str_npc_frederick_retirement_speech|Mijn Commandant, 메텐하임의 사절단이 펜도르에 도착했고, 전 지금 그들과 합류해야만 할 것 같습니다. 불굴의 희망으로부터 탈주 혐의를 받지 않아야 해서말이죠. 이제 작별입니다.
str_npc_ediz_retirement_speech|대장님, 당신의 지도력 덕분에 전 제 명예를 되찾았습니다. 저는 이제부터 제 사람들을 찾기를 바라고 있습니다. 늘 익숙했던 이방인 생활로 다시 돌아가고자 합니다. 
str_npc_sara_retirement_speech|당신은 매 승리마다 명성을 쌓았습니다, 난 내 평판이 당신과 비교될 것이라는 걸 두렵게 여기고 있습니다. 달이 태양에 의해 무색하게 지워지듯 말이지. 난 스스로 이 일을 그만두기로 결정했어. 내가 가는 곳마다 너의 위업을 노래할게. 잘 있어야 해, 용감한 일인자여!
str_npc_donavan_retirement_speech|전 우리의 관계를 재검토하고 있다는 것을 당신에게 알려 드립니다. 저는 {reg63?그의:그녀의} 사람들보다 덜 관대한 고용인을 대안으로 찾을겁니다.
str_npc_diev_retirement_speech|대장님, 절 입양한 부모님들이 홀로 쓸쓸이 늙어 가고 있습니다. 전 우리가 최근 경호해준 마지막 상단장에게서 그들이 절 보고싶어 한다는 전갈을 받았습니다. 저는 절 구해주고 도움을 준 그들에게 빚지고 있습니다, 그리고 레인에 돌아가 이들을 위해 무엇을 해줄 수 있는지 생각해 봐야겠군요.
str_npc_alyssa_retirement_speech|전 사..사교도 여사..사제단으로부터 지금이라도 돌아온다면 지은 죄를 모두 용서..써해주겠다는 편지를 받았어요. 전 당시..신의 부대 일원이 되는 걸 좋아하지 않으니 돌아갈 때라고 새..생각해요.
str_npc_roland_retirement_speech|친애하는 대장님. 당신과 헤어져야 할 시간입니다. 홀로 싸워나가는 성기사로서의 역할이 제게 더 맞는 것 같습니다. 제멋대로 구는 부대원들이 이젠 두렵군요.
str_npc_kaverra_retirement_speech|대장님, 전 행상인으로서 다시 살아가기 위해 전리품을 모았습니다. 그 덕분에 저는 아무런 문제없이 급습을 막아낼 수 있는 충분한 기술을 익히게 되었죠. 어쨌든 제가 원하는 건 그게 다예요. 그 말은 즉, 지금이 제가 다시 거래를 할 수 있게 될 때라고 생각합니다. 조만간 다시 볼 수 있을지도 모르겠지만요.
str_npc_sigismund_retirement_speech|대장, 내 돌이켜보니 내 삶은 늘 싸움과 투쟁으로 점철되었던 것 같소. 이제는 내 농장으로, 고향으로 돌아가서 예전처럼 다시 쟁기질이나 하면서 살고 싶소. 과거는 과거일뿐이오. 이제 난 떠날때가 된 것 같소. 나는... 다시는 내 사랑 클레어를 다시 만날수 없겠지만, 적어도. 그래, 아직 결혼도 안하고 있는, 내 고향에 있는 클레어의 여동생은 만날 수 있을거요. 
str_npc_boadice_retirement_speech|슬슬 군대를 집결시켜서 베카비의 내 왕좌를 되찾기 위한 시기가 다가온 것 같군. 당신 덕분에, 부하를 얻기 위한 전리품들을 충분히 모았으니, 이제 당신에게 작별 인사를 하려고 해.
str_npc_adonja_rehire_speech|두목, 아아니 대장, 만나서 반갑습니다. 당신을 다시 만나는 것을 희망했습니다. 저는 제가 있던 산으로 돌아가지 않았습니다. 길에서 강도를 당해서 말입니다.. 그래서 제가 여기서 일거리를 찾고 있었습니다. 저를 다시 고용해 주실 수 있으시겠습니까? 이전에도 그랬듯 저에게 전리품을 주실 수 있으십니까?
str_npc_leslie_rehire_speech|{reg63?경:부인}, 사방으로 당신을 찾아다녔어요. 각종 상품을 가지고 바클레이에 돌아갔지만, 이제는 동생이 없는 그곳에서는, 더 이상 머무를 이유가 없더군요. 그래서 전 제 진정한 친구에게 돌아가기를 원해요. 술집에 들리니 아직도 당신은 잘 나가고 있더군요. 제가 당신의 보급장교로 다시 합류하는 것을 허락해주시겠어요? {reg63?경:부인}?
str_npc_ansen_rehire_speech|안녕하세요, {reg63?경:부인}! 다시 만나서 정말 반갑네요. 저는 우리가 해어진 이후에 고생만 하고 있었습니다. 저는 두려워습니다. 원장님은 그다지 저를 반기지 않으셨거든요. 제가 얻은 것은 별로 없었지만, 제 아버지와 형제들의 조언을 받을 수 있었습니다. 제가 상인보다는 전투에 더 적합하다는 것을 말입니다. 식사를 나누고, 같이 불을 쪼일 수 있는 그때로 돌아가고 싶군요. {reg63?경:부인}, 저를 다시 받아주시겠습니까?
str_npc_riva_rehire_speech|와! 반가워. 잘 지낸다는 이야기는 들었어. 나는 별로 잘 지내지 못했어. 우리가 헤어진 후, 이름을 드높이지도 못했고 지갑에는 먼지만 날렸지. 우리 사이에 있는 미천한 피에 대한 문제를 당신이 잊어버릴 수 있다면, 다시 한번 명예로운 싸움을 함께 할 수 있어.
str_npc_kassim_rehire_speech|{reg63?바하둘:비비}, 당신의 명성이 제 고향까지 퍼져있더군요. 제가 집으로 갔을때, 칸이 제 작은 잘못을 잊어주기를 바랬습니다. 하지만 아직 기억하고 있더군요. 제가 파미어에 도착하기 전에 제 가족이 편지를 보내, 2명의 칸의 부하와 우자프자이가 저를 찾고 있다고 전해주었습니다. 그래서 이곳으로 돌아와 당신과 다시 함께 할 수 있기를 바라고 있습니다.
str_npc_lethaldiran_rehire_speech|대장, 당신을 다시 볼 수 있어서 얼마나 기쁜지 모릅니다. 제가 아직 제 삶을 이어갈 수 있을 만큼의 효과적인 제안을 밪지 못했습니다. 당신의 부대에 있을적의 전리품들이 훨씬더 많고 질도 좋더군요. 저는 당신과 다시 함께하기를 희망하는 바입니다.
str_npc_jocelyn_rehire_speech|잘 만났어요. 대장 {reg63?경:아가씨}! 훌륭한 지휘관 아래에서 싸우는 것이 더 많은 이익을 취할 수 있다는 것을 깨달았습니다. 만약 당신이 저를 다시 고용하시길 원한다면, 기쁜 마음으로 합류하겠습니다.
str_npc_alistair_rehire_speech|제 스승님이 말하기를 제가 당신을 너무 일찍 떠난것이라고 말씀하시고는 저에게 당신의 부대에 다시 합류하라고 명령하셨습니다. 저는 당신이 저를 다시 받아주실것을 믿습니다.
str_npc_rayne_rehire_speech|대장, 다시 만나서 반갑습니다. 여러명의 다른 영주에 고용되서 일해 보았지만, 남는것은 실망뿐이었습니다. 저를 은행출납원으로 생각는지 세금을 걷어오는 일 따위를 시키더군요.  아니면 도망친 농노를 잡아오는 일따위 등등을 시키거나 말입니다. 어떨해는 그에 반하는 자를 죽이고 오라고 시키기까지 하고 말입니다. 그래서 저는 당신을 찾아다녔습니다. 그리고 제가 다시 합류할 수 있기를 허락해 주시겠습니까?
str_npc_julia_rehire_speech|{reg63?경:아가씨} 대장, 다시 볼수 있어 정말 좋군요! 제가 한 지역에 안주할 수 없다는 것을 깨달았네요.  그리고 술집에서 싸우는 게 전투에서 싸우는 것보다 훨씬 위험하더군요! 저는 좋든 나쁘든 이제는 군인입니다. 그래서말인데.. 대장님. 혹시 부대에 사람이 더 필요하지 않으세요?
str_npc_frederick_rehire_speech|저는 다시 절망했습니다. 사령관. 제가 최근에 메텐하임 부대에 들어가려고 했지만, 너무 늦게 도착해 버렸더군요. 그들은 사교도 군대에 의해 산산조각났고, 모두 살해당했습니다. 제가 당신의 부대에 다시 합류하는 것이 가능하겠습니까?
str_npc_ediz_rehire_speech|제가 제 집의 천막에 돌아갔을때.. 모든 것들이 버려졌더군요. 오직 한명의 반쯤 미친 노인만 남아있을 뿐이었습니다. 하지만 그가 마지막에 저에게, 모든 부족이 미친 녀석인 부릴기에 합류하기 위해 깊은 사막으로 이동했다고 말해주었습니다. 그래서 말인데.. 제가 당신의 부대에 다시 합류하는 것을 허락해 주시겠습니까?
str_npc_sara_rehire_speech|보고싶었습니다, 그동안 잘 지냈나요? 용맹한 일인자여. 전 당신과 다시 만나는 걸 바라고 있었어요. 제가 어느 곳에 있던지, 항상 당신의 위대함을 노래하는 걸 들을 수 있었습니다. 당신의 명성에 질투했던 기억이 떠올랐지만, 제가 당신을 떠난것에 대한 후회가, 더 크게 느껴지더군요. 난 당신의 편에서 다시 싸울 수 있기를 희망합니다. 내 달의 은빛을 당신의 황금빛 태양에 받아 줄 수 있겠어? 조금이라도 더, 부대 안에서 같이 즐겁게 웃고 떠들며 지낼수 있을까...
str_npc_donavan_rehire_speech|대장, 만나서 반갑습니다. 지난번 우리가 헤어졌을 때, 제가 아는 모든 신들에게 당신을 다시 모실 수 있기를 기도했습니다. 제가 당신을 너무 가혹하게만 평가했었나 봅니다. 펜도르의 모든 사람들이 당신의 활약을 노래하고 있습니다. 제가 다른 대장을 모시려고 시도를 해 보았지만, 당신만큼의 지휘력을 가진 이는 없더군요. 저를 다시 받아주신다면 당신의 편에서 싸우겠습니다.
str_npc_diev_rehire_speech|사령관, 당신을 여기서 다시 만날수 있어 정말 기쁨니다. 어쨋든.. 제가 레인에 돌아갔을때 제 어머니는 이미 돌아가신 뒤였습니다. 그리고 제 아버지도 금방 같이 떠나셔버렸습니다. 모든 일들이 지옥이었습니다. 제가 가진 모든것을 팔아 부모님이 가지고 있었던 빚을 갚았고, 이제 다시 일거리를 찾아다니고 있습니다. 저를 다시 고용해 주실수 없으시겠습니까? 지금 당장 말이죠...
str_npc_alyssa_rehire_speech|제가 있던 곳에서 온 펴편지는 하함정이었어요. 대장님, 저는 제 사삶을 위해 겨우 타탈출 할 수 있었스..습니다. 저는 다다시는 이전과 같은 시실수를 하지 않을 거예요. 만약 저를 다시 바받아주신다면, 정말 잘해볼게요.
str_npc_roland_rehire_speech|친애하는 {reg63?경:아가씨}, 저는 당신과 헤어진 일을 후회하고 있습니다. 제가 당신과 당신의 부대를 너무 가혹하게 생각한거 같아요.. 기사의 기준으로 말입니다. 그리고 당신의 부대원들과 동화되는 것에 실패해버렸지요. 그동안 당신이 이룩한 대단한 업적들을 들을 수 있었습니다. 그리고 제가 다시 당신의 부대에 합류 할 수 있기를 바라고 있습니다. 제가 당신의 부대에 합류하는 것을 허락해 주시겠습니까?
str_npc_kaverra_rehire_speech|이봐요, 반가워 대장, 늘 당신을 찾길 고대했어요. 무역은 정말 지루한 일이더군요. 그리고 당신의 부대에서 나온 이후 제 '낭심따게'를 사용할 기회를 잡을 수가 없었습니다. 저를 다시 고용하지 않으시겠습니까? 항상 제 '낭심따게'의 날을 날카롭게 유지하고 있답니다.
str_npc_sigismund_rehire_speech|대장, 여기서 당신을 다시 만난것에 대한 기쁨을 표현할 길이 없군요. 제가 당신 곁을 떠났을때, 제 심장은 다시 농부로 돌아갈 수 없다는 걸 알았습니다. 저는 베진으로 돌아갔고, 제 땅을 가꾸기 시작했지만, 그곳에서 저는 새로운 시작을 할만한 사람이 못되더군요. 그저 전 죽은 사람이었습니다. 클레어의 여동생은 이제 모두 결혼을 했고, 그녀는 아이 셋을 낳았습니다. 그리고 디룩디룩 살찐 아줌마가 되어가더군요.
str_npc_boadice_rehire_speech|반가워 대장. 난 베카비에 돌아가보았지만, 내 여동생과의 힘의 차이만 명확하게 확인할수 있었지. 내 자금은 그녀에게 대항할 만큼 병력을 구하기 부족했고, 난 다시 섬에서 도망처 나와야 했어. 날 다시 당신의 부대에 받아 줄수 있겠어?
str_npc_adonja_home_intro|그들은 그곳을 안개산이라고 부릅니다. 그 이유는 일년 중 대부분, 아침부터 짙은 안개가 땅위를 덮기 때문이지요. 자신의 눈 앞에 있는 것이 아니라면, 자신의 손조차 보이지 않을 정도 입니다. 타오르는 태양이 안개속을 뚫고 떠올라야 비로소 뒤편에 보라색의 산봉우리들이 보이기 시작하죠.
str_npc_leslie_home_intro|야빅스홀름은 저와 제 형제가 펜도르에 왔을때 기항했던 도시입니다. 우리의 꿈은 매우 창대했기에, 도시에 몇 일간 머무르는 것을 참을 수 없었고, 바로 무역을 위한 여행길에 올랐었습니다.
str_npc_ansen_home_intro|아... 이 향기가 느껴집니까? 레몬나무, 사과나무, 황색 크로커스 꽃, 그리고 지식인의 향기 말입니다. 제가 공부를 하고 있을당시 이곳에서 행복한 여름을 보내곤 했지요..
str_npc_riva_home_intro|아, 라리아의 숲이네. 이곳은 모든 종류의 악한 것들이 어둠 속에서 도사리고 있는 숲이야. 전설에 의하면 이곳에는 변신술사가 있다고도 해.
str_npc_kassim_home_intro|{reg63?바하둘:비비}, 우리는 지금 신갈도시 근방에 도착했습니다. 그곳은 고도가 낮은 초원에 있는, 가장 큰 도시이기도 합니다. 제 이모의 남편 조카가 여기 사람과 결혼을 했었습니다. 제가 그녀를 에스코트했었습니다. 그러면서 겸사겸사 이 곳에서 일거리를 찾아보려는 마음도 있었지요. 하지만 그건 우사프자이 칸에 대한 제 짧은 생각의 결과일 뿐이었지요.
str_npc_lethaldiran_home_intro|흠. 우리 부대는 지금 제 고향과 상당히 가까운 곳에 있습니다. 제가 이 숲을 그리워 했다는 것을 인정할 수 밖에 없네요. 제가 젊은 시절에 이곳에서 샤낭을 즐겼었 습니다.
str_npc_jocelyn_home_intro|이곳은 정말 멋진 도시입니다. 잘꾸며진 집과, 모피 무역으로 부를 모은 시민들로 가득하지요. 하지만 저는 바클레이의 눈을 그리워 하고 있습니다.
str_npc_alistair_home_intro|저는 우리의 바클레이식 연회가 그립군요. 저희 아버지께서는 그가 연 연회기간동안 범죄자나 기타 하층민을 고문하곤 하셨습니다. 그리고 그들의 비명소리가 제 식욕을 자극했습니다. 그는 정말 고문의 신이었습니다.
str_npc_rayne_home_intro|저것이 보이시오? 펜도르에서 가장 튼튼한 요새인 레인의 강력한 성벽을 말입니다. 제 아버지는 수많은 여름을 이곳에서 보내셨습니다. 명예로운 기사단인 '매의 기사단'의 토너먼트가 여기서 열리기 때문입니다. 그분은 젊을적에 연속으로 10번의 토너먼트 우승을 차지했었지요. 그 연승 기록은 아직도 깨지지 않았습니다.
str_npc_julia_home_intro|오! 이 맑은 공기, 정말 상쾌하지 않습니까, 대장? 이곳은 제 고향입니다. 제가 전에 말씀드렸던 환경에서 떠나기 전까지 지냈던 곳 말이에요...  여기에 다시 오니 좋네요, 비록 저에게 안좋은 기억만 남아있지만요. 야노스에서 도망쳐 나오고 나서, 여기 어딘가에 있는 동굴 속에서 한달간 숨어지냈거든요.
str_npc_frederick_home_intro|펜도르에는 정말 상쾌한 공기를 맡을 수 있는 장소가 많군요. 저는 연기와 금속을 녹이는 내음과, 검을 단조하는 소리가 그립곤합니다. 왜냐면 제가 이곳에 차마 볼일을 보는 것조차 꺼려 한다는 것을 깨달았기 때문입니다.
str_npc_ediz_home_intro|사막 깊은 곳에서 볼 수 있는 풍경은 아주 무한합니다. 끝없이 펼쳐진 사막위에 광포한 바람에 부셔져 내리는 모래들과 사막뱀의 흔적들, 그리고 독수리들이 먹고 남은 뼈들.... 삭막해보이기도 하지만 아주 아름다운 곳입니다.
str_npc_sara_home_intro|아. 이 깊은 호수. 정말로 아름다운 광경입니다. 저는 여기서 많은 시간을 행복하게 보냈습니다. 지난 여름이 오기 전까지는 말이지요.
str_npc_donavan_home_intro|저기 넘어 숲을 보신적이 있으십니까? 몇년전 저는 저 숲에서 겨울을 보냈지요. 영주의 병사들을 훈련시키기 위해서요.
str_npc_diev_home_intro|레인은 좋은 도시입니다, 다만 빈부 격차가 심해 50명 중 1명 꼴로 부자가 되는 동네죠. 전 이곳에서 'riffraff'라 불리는 영주님과 함께 좋은 시간을 보냈어요. 전 그 때 생활을 당신에게 자신있게 말해 줄 수 있습니다. 제가 야생 멧돼지나 사슴을 쏴 죽일 때마다 우린 팔짱을 끼고는 골목길에서 어슬렁거리곤 했지요.
str_npc_alyssa_home_intro|저는 뱀의 사..사원을 그리워하고 있어요. 거기는 아주 조용한 곳이예요. 거기에서 키우던 애완동물도 떠오르네요. 그 녀석은 에메랄드 빛을 띠고, 은빛 눈을 가지고 있는, 그리고 마치 목걸이처럼 내 목에 둘둘 말려 있기를 좋아했어요. 제 목에 말려 있을때는 그 어떤 보서..석보다도 아름다웠지요.
str_npc_roland_home_intro|저는 체즈 근처에서 태어났습니다. 전에 말씀드렸을 겁니다. 체즈는 아주 아름다운 도시입니다. 상업이 융성하게 발달했고, 뒤에서는 파도가 배경음악을 만들듯이 치고 있지요. 마리우스 황제는 이곳에서 사교도를 몰아내는데 큰 역할을 해 내었습니다. 덕분에 우리는 펜도르 고유 신앙인 다미니 프로비디아 여신에 대한 신앙을 지킬 수 있었지요.
str_npc_kaverra_home_intro|우리는 제 고향 근처에 도달한거 같습니다. 대장. 어업을 생업으로 하고 있는 마을입니다. 도적들의 습격이 있기 전까지는 상당히 윤택한 삶을 살 수 있었습니다. 아시다시피 야위엑은 20척의 어선을 돌리고 있을 정도로, 파이어즈베인에서 가장 큰 마을입니다.
str_npc_sigismund_home_intro|저기가 내 고향이오, 언덕만 넘어서면 보이는 곳이지. 난 이미 새로 돋아난 싹들의 냄새를 맡았소. 농부들은 오늘 부지런히 쟁기질을 해야겠군요. 자연이 건네준 노고로 인해, 그들은 편안하게 쟁기질을 할 수 있고, 노력에 대한 보상으로 풍족한 수확을 거둘 수 있겠지요.
str_npc_boadice_home_intro|이 지긋지긋한 땅에 오래 머물 수록, 난 내 섬이 그리워. 우리 고향의 날씨는 꽤 온화한 편이었고, 난 자장가를 부르는 소리를 들으며 매일 밤 잠에 빠져들었지. 난 단순히 평범한 군인이 되기보다는 차라리 내 군대를 지휘하고 싶어.
str_npc_adonja_home_description|베조비즈는 살쾡이 모습으로 등장한다고 합니다, 단 우리의 주술사들 앞에서만요. 주술사들이 베조비즈를 보게 될 때, 이는 또 다른 급습을 해야할 때란걸 말해주죠, 그리고 그는 우리가 습격할 동안 가만히 우릴 지켜볼 겁니다. 
str_npc_leslie_home_description|고향 사람들은 파이어즈베인 사람들은 야만인이라고 했습니다. 하지만 제가 보기에 그들은 거래에 있어서 굉장히 머리를 잘 굴립니다. 이들은 열심히 리넨을 만들기 위한 아마를 잔뜩 키우고 있어요. 물론 리넨이 제국에서 만드는 고풍스런 실크나 벨뱃과는 비교가 되지 않지만, 리넨은 여름에 입기 정말 편한 옷감이죠. 배의 돛을 만들기에도 적합하구요. 게다가 펜도르에서 리넨 생산의 대부분은 파이어즈베인에서 이루어 지고 있답니다.   
str_npc_ansen_home_description|에토스는 겨울이나 더운 여름이나 항상 습기가 차 있습니다, 하지만 이곳 사람들은 농작물에 물을 주려고 엄청난 수의 저수지들을 만들어냅니다. 그들은 훌륭한 포도를 재배합니다. 에토스산 와인은 유명하죠, {reg63?경:아가씨}. 그걸 살 여유가 있는 사람들은 높다란 담벽을 세우고 과일 나무가 풍부한 정원을 가지고 있습니다. 우린 밤에 음악을 듣거나, 체스를 하거나, 밤 공기의 달콤한 향기를 즐기며 앉아 있곤 했지요.
str_npc_riva_home_description|살레온의 왕은 이곳을 자신의 개인 사냥터로 지정했어. 여기서 사냥을 하는 사람들은 모두 교수형에 처할 것이라 엄포를 했지. 그 결과? 서민들의 가족들은 배가 고팠고, 한 아버지는 이곳에 침입해 밀렵을 했지. 왕의 관리는 그의 목을 매달고 땅을 빼앗았어. 그의 아들들은 당연히 굻어 죽기보다는 도적이 되기로 마음먹었지. 당연히 빚을 진 누군가와 그의 잔소리쟁이 아내, 복수에 불타는 귀족들이 그들과 합류했어. 그들은 동물을 사냥하거나 열매를 채집해 살기도 하지만 여행자의 지갑을 노리기도 해.
str_npc_kassim_home_description|드'사르가 이곳에 온지 참 오래도 되었습니다, 교역과 습격을 위해 말이죠. 펜도르 왕국이 끝장날 무렵에, 우린 정착하기 시작했습니다. 우리 조상들은 연안의 다른 부족들을 저지하기 위해 왕의 동전을 가져갔습니다. 우리는 상권을 지키기 위해 무역과 정착을 시작했습니다. 그러한 정착지들은 오늘날 당신이 보는 도시들이 되었죠. 유목민들이 이같은 장소에 사는 게 수세기 동안 금지되고, 방치된 것조차 용납할 수 없다는 점은 참 이상합니다.
str_npc_lethaldiran_home_description|전 제 종족보다, 인간들에게 둘러싸여 지내는 게 더 어렵다는 걸 알고 있습니다. 당신네 종족들은 자신에게서 풍기는 냄새가 얼마나 구린지 알고는 있나요? 놀도르의 청렴기준은 이러한 인간들보다 훨씬 높습니다.
str_npc_jocelyn_home_description|제가 자랐던 곳에서도 가끔 눈이 내렸습니다. 다시 느끼는 찬공기와 눈 밟는 소리가 정말로 듣기 좋군요. 내면의 에너지가 충만해 지는 느낌입니다. 
str_npc_alistair_home_description|그의 고문방식은 피부껍질을 벗겨내는 형벌이었습니다. 한층 한층 살점을 발라내면서, 그들이 연회 내내 그 재미를 즐길 수 있도록 말이죠. 그는 그 분야에서 꽤 재능이 있었습니다. 그들에겐 썩 유쾌한 밤이었죠!
str_npc_rayne_home_description|전 종종 레인의 영광이 아버지께서 제 이름을 그리 지어주시는데 영향을 미치지 않았나 생각합니다, 유일한 자식으로서 말이죠. 전 그에게 묻진 않았지만, 그는 이제 돌아가셨습니다, 전 여쭤볼수도 없게 되었죠. 그래도 이건 좋은 이름처럼 들리긴 한데 말이죠, 그렇지 않나요? 유감스러운건 제가 제 혈육과 기사단의 마지막 남은 후손이라는 겁니다. 저는 오로지 제 임무를 되찾기 위해 신들에게 내몰려졌고, 제가 그 뜻을 이룰 때까지는 쉴 수가 없습니다. 
str_npc_julia_home_description|그건 제 인생에서 가장 무서운 시기 중 하나였습니다. 사교도들이 어디든 도사리고 있었죠. 전 온갖 악담을 퍼부어서라도 그들의 가증스러운 신을 경멸합니다. 누구도 이곳에선 안전하지 않았어요. 마리우스는 모든 것을 바꿨고, 그에게는 좋은 점이 썩 있었습니다. 그는 유일하게 제가 말할 가치가 있는 훌륭한 성품의 사람입니다. 그럼에도, 그가 어느정도는 나쁜 면모도 있다는 걸 부인하지는 않겠습니다. 모든 귀족들은 사악한 비밀을 간직하고 있고 그들의 영혼을 배신으로 더럽힙니다.
str_npc_frederick_home_description|더욱 더 메텐하임이 그리워 지는군요. 돌로 이어진 길, 거대한 화산이 뿜어내는 자욱한 연기들은 마치 메텐하임의 공방 주조소 같은 느낌마저 들지요.
str_npc_ediz_home_description|전 제 부족 형제들과 나란히 서서 한 차례 더 사막을 가로지르고 싶습니다. 바람을 타고 말에 올라탄 우리의 속도를 가늠해 보면서요.
str_npc_sara_home_description|예전에 한번, 난 어린 친구들과 함께 이곳에 모여서 소풍을 갔습니다. 우린 모두 열명이었고, 두 명의 숙녀와, 일곱 명의 어린 귀족들과 저를 포함해서였죠. 우린 우리 일행을 쉬운 먹잇감으로 본 이교도 마녀집회에게 습격당했습니다, 그 과정에서 두 명의 귀족 청년이 달아났고 다른 이들은 녀석들의 적수가 되지 못했죠. 두명의 숙녀들과 전 그 자리에서 우리를 희생시킬 계획을 세운 다섯명의 피 비린내 나는 이교도인들과 함께 남겨졌습니다. 하지만 그날 일어난 유일한 희생은 그 녀석들 뿐이었죠!
str_npc_donavan_home_description|제 생각엔, 레이븐스턴의 사내들은 규율을 이해하지 못하기 때문에 '노력'을 하고 있는 것 같군요. 그들은 의심할 여지 없이 훌륭한 궁수들과 기수들이 있지만, 그들은 승진에는 영 재능이 없습니다. 다만 그들의 실력은 도적들과 신비산 산적들에게 맞서 벽 뒤에 피해 있을 때, 그놈들에게 불리하게 작용할 수 있는 충분한 변수를 만들어 내더군요. 하지만 그들을 벽 밖으로 끌어내면, 묵직한 랜스을 가진 부대의 힘으로 칼로 버터를 잘라내 버리는 것처럼 레이븐스턴의 진형을 도륙내 버릴 수 있죠. 제 생각에는, 제국이 훌륭한 군인들을 배출해 내는 것 같습니다. 그들의 창병과 군단병은 바클레이 밖에서 제가 마주한 것중에 가장 단련된 군인들이었죠. 
str_npc_diev_home_description|이건 범죄에 가깝습니다, 지금 상황이 말이죠, 레인은 극히 일부만 부자가 되고, 대다수의 시민들이 매일 빈곤을 겪고 있습니다.  난 목구멍에 쳐넣지 않아도 될 음식 앞에 앉아 있는, 빌어먹을 뚱뚱한 귀족들과 상인들을 경멸합니다, 골목길을 걷고 있으면, 고아들이 울고 있고, 서로의 먹을 것을 훔치고 있습니다.
str_npc_alyssa_home_description|우리는 아지 다하카의 위대함에 대해 명상을 하며 조용히 나날을 보냈고, 시..신선한 제물들을 구할 때에만 침략을 일사..삼았어요.
str_npc_roland_home_description|사교도들이 부모님을 잡아갈 때 저는 추수감사절 축제에 있었습니다. 아직까지 그 축제가 기억나는군요. 다미아 신의 성소에 옥수수 잎을 엮어 쌓아두고, 모두가 좋은 수확을 위해 기도 드리며 축제를 열죠. 전국 각지에서 온 음악가들은 광장에 모여 밤새 노래부르고 춤을 춘답니다. 
str_npc_kaverra_home_description|제 할아버지는 생선을 구워내기 위해 특별한 목재를 썼습니다, 그 어떤 훈제생선보다 훌륭한 맛을 내기 위함이었죠, 그리고 상인들에게 가져가 더 좋은 가격을 제시했습니다. 심지어 왕조차도 야위엑산 훈제 생선을 그의 밥상에 놓아달라 요청했다고 들었습니다. 마치 걱정이 들 정도로, 저 역시 그의 입장에 서 있었다면 다른 생선은 입에 대지도 않았겠죠, 모두가 그러는 것처럼 말이죠.
str_npc_sigismund_home_description|누군가 날 과거의 평범한 마을 농부의 삶으로 돌아갈수만 있게 해준다면, 내가 가진 걸 그 자에게 모두 줄것이요. 일과의 노동이 끝나고 밤이 되면, 나는 내 사랑 클레어의 손을 잡고, 그녀의 집으로 걸어 들어 갈겁니다. 그러고는, 어떤 일이 일어나더라도 절대 그곳을 벗어나지 않겠지. 만일 그녀가 군사나 전쟁에 대해서 말을 한다면, 그녀의 입술에 내 입술을 가져가 소리 없이 덮어 버릴 것이요. 그러고는 나직한 목소리로 이 집이야 말로 우리같은 사람들에게 필요한 장소라고 말해줄 거요.
str_npc_boadice_home_description|상쾌한 바람이 야자 나무의 잎사귀들을 흐트러트리고 도시 전체에 우리 정원의 냄새를 퍼트렸지. 난 내 남성 노예들 중에서 존경을 받을 만한 자들에게만 그 기분을 느낄 자격을 주었지. 이곳 펜도르에 있는 멍청이들이 보여 준 무례함과는 달리 말이야.
