str_no_string|NO STRING!
str_npc11_fief_acceptance|Ay! You'd grant old Katrin a title of nobility? Well, I'd be daft to turn you down, now wouldn't I? My, the strange turns that life takes... Fancy this old bag of bones becoming a great peer of the realm of Perisno.
str_npc12_fief_acceptance|Well, {reg33?my lady:sire}, I'd have you know that don't believe in the holding of land in fief to the king. Farmers and landholders should govern their own affairs, under the distant watch of the sovereign. That being said, Perisno has seen far too much bloodshed for us to turn the social order on its head right now. Give me that land, and I'll endeavor to prepare it for a brighter future -- if not in this generation, than perhaps in the next.
str_npc13_fief_acceptance|How generous of you, captain! You and I have traveled Perisno, and I come out of this as a lord! I may bring a few warriors of Hylr into my retinue as well, so that we may stay true to our roots.
str_npc14_fief_acceptance|You do me a great honor, captain. In Geroia, a youngest son such as myself has few opportunities to earn a fief of his own. But here, in Perisno, there is still the chance for a man to win with his sword what was denied him by his birth! I shall hold {s17} as your vassal, and raise an army to fight for your glory and for mine.
str_npc15_fief_acceptance|Well, {reg33?my lady:sire}, that's a gracious act, and marks you as the kind of monarch who can save this sorry land from the incompetence of the current batch. I suspect a lot of the noble lords around here will think that a commoner like me isn't fit to hold a fief. Well, when they see what I do with it, and what revenues I can bring in, they'll change their tune!
str_npc16_fief_acceptance|Oh, that's most generous of you, {reg33?my lady:sire}. I've been in and out of many a great hall or manor -- not always with the master's permission, I should add -- but I never thought I'd own one myself. Let me think... When I collect my first year's rents, what baubles shall I buy myself?
str_npc17_fief_acceptance|You're granting me a fief? This is very kind of you. Thank you, I'll do my best to help your kingdom and its people.
str_npc3_woman_to_woman|My lady, if you don't mind me saying -- I think by now you have proven yourself to be one of the great warriors of this realm. Yet strangely, no king has come forward to offer you a fief. Perhaps it is because you are a woman. No matter -- I personally believe that you will take your place among the great lords of this realm, even if you have to fight twice as long and twice as hard to receive your due!
str_npc7_woman_to_woman|Captain. If you don't mind me saying, you have fought long and hard against the scum of Perisno, and with their defeat, you make this land a better place. You are well deserving of a fief of your own -- and I suspect that if you were not a woman, a king would have offered you one by now. That is the way of the men in this sorry land: they let us stand in the front of the battleline to take the enemy's blows, but when it comes to a division of the spoils, they expect us to head to the rear.
str_npc8_woman_to_woman|Excuse me, {playername}. I would like to offer you my congratulations -- it seems that you are well on your way to making a name for yourself as a warrior to be feared. If you were a man, I suspect the kings of this land would be falling over themselves to make you their vassal. Alas, in this world, women like ourselves must fight twice as hard to receive what is only our due.
str_npc11_woman_to_woman|Aye, lassie, I just can't help thinking to myself -- you've made quite a name for yourself, haven't you? Fighting and marching up and down the length of the land. Why, I suspect if you were a man, some king would have offered you a fief by now. Well, you may still get what you deserve -- you'll just have to prove yourself a bit more.
str_npc16_woman_to_woman|Oy, Captain -- if you don't mind me saying, you've made quite a name for yourself in these parts. I suspect that if you were a man, a king would have offered you a fief by now. But we ladies should come to expect things like that. Men will find any excuse not to reward us for our work, so if we take a fancy to a bit of land somewhere, maybe we should just reach out and take it. That's the way I look at the world, anyway.
str_comment_intro_liege_affiliated|I am told that you are pledged to one of the pretenders who disputes my claim to the crown of Perisno. But we may still talk.
str_comment_intro_famous_liege|Your fame runs before you! Perhaps it is time that you sought a liege worthy of your valor.
str_comment_intro_famous_martial|Your fame runs before you! Perhaps we shall test each other's valor in a tournament, or on the battlefield!
str_comment_intro_famous_badtempered|I've heard of you. Well, I'm not one for bandying words, so if you have anything to say, out with it.
str_comment_intro_famous_pitiless|I know your name. It strikes fear in men's hearts. That is good. Perhaps we should speak together, some time.
str_comment_intro_famous_cunning|Ah, yes. At last we meet. You sound like a good {reg33?woman:man} to know. Let us speak together, from time to time.
str_comment_intro_famous_sadistic|I know your name -- and from what I hear, I'll warrant that many a grieving widow knows too. But that is no concern of mine.
str_comment_intro_famous_goodnatured|I've heard of you! It's very good to finally make your acquaintance.
str_comment_intro_famous_upstanding|I know your name. They say you are a most valiant warrior. I can only hope that your honour and mercy matches your valor.
str_comment_intro_noble_liege|I see that you carry a noble{reg33?'s:man's} banner, although I do not recognize the device. Know that I am always looking for good {men/warriors} to fight for me, once they prove themselves to be worthy of my trust.
str_comment_intro_noble_martial|I see that you carry a nobleman's banner, but I do not recognize the device. No matter -- a brave {reg33?warrior:man}'s home is all the world, or so they say!
str_comment_intro_noble_badtempered|I don't recognize the device on your banner. No doubt another foreigner come to our lands, as if we didn't have so many here already.
str_comment_intro_noble_pitiless|I see that you carry a nobleman's banner, but I do not recognize the device. Another vulture come to grow fat on the leftovers of war, no doubt!
str_comment_intro_noble_cunning|I see that you carry a nobleman's banner, but I do not recognize the device. Still, it is always worthwhile to make the acquaintance of {reg33?women:men} who may one day prove themselves to be great warriors.
str_comment_intro_noble_sadistic|I see that you carry a nobleman's banner, but I do not recognize the device. Perhaps you are the bastard {reg33?daughter:son} of a puffed-up cattle thief? Or perhaps you stole it?
str_comment_intro_noble_goodnatured|I see that you carry a nobleman's banner, but I do not recognize the device. Forgive my ignorance, {reg33?my lady:sir}! It is good to make your acquaintance.
str_comment_intro_noble_upstanding|I see that you carry a nobleman's banner, but I do not recognize the device. No doubt you have come to Perisno in search of wealth and glory. If this indeed is the case, then I only ask that you show mercy to those poor souls caught in the path of war.
str_comment_intro_common_liege|You may be of common birth, but know that I am always looking for good men to fight for me, if they can prove themselves to be worthy of my trust.
str_comment_intro_common_martial|Perhaps you are not of gentle birth, but even a commoner, be {reg33?she:he} of sufficient valor, may make something of {himself/herself} some day.
str_comment_intro_common_badtempered|Speak quickly, if you have anything to say, for I have no time to be bandying words with common soldiers of fortune.
str_comment_intro_common_pitiless|You have the look of a mercenary, another vulture come to grow fat on the misery of this land.
str_comment_intro_common_cunning|Well... I have not heard of you, but you have the look of a {reg33?woman:man} who might make something of {reg33?her:him}self, some day.
str_comment_intro_common_sadistic|Normally I cut the throats of impudent commoners who barge into my presence uninvited, but I am in a good mood today.
str_comment_intro_common_goodnatured|Well, you look like a good enough sort.
str_comment_intro_common_upstanding|Peace to you, and always remember to temper your valor with mercy, your courage with honour.
str_comment_intro_female_famous_liege|I have heard much about you. Some {reg65?women:men} may fear a {reg33?woman:man} who is versed in the art of war, but I for one will not turn away hands that can grip a sword, should their owner be brave and loyal.
str_comment_intro_female_famous_martial|I have heard much about you. They say that you are the equal of even the bravest of {reg33?women:men} in your prowess at arms. Perhaps one day I shall try my valor against yours, either in a tournament or on the battlefield!
str_comment_intro_female_famous_badtempered|I've heard of talk of you -- the {reg33?woman:man} who knows how to fight like a {reg33?man:woman}.
str_comment_intro_female_famous_pitiless|I know your name. It strikes fear in {reg65?women:men}'s hearts. That is good. Perhaps we should speak together, some time.
str_comment_intro_female_famous_cunning|Ah, yes. At last we meet. You sound like a good {reg33?woman:man} to know. Let us speak together, from time to time.
str_comment_intro_female_famous_sadistic|I know your name -- and from what I hear, I'll warrant that many a grieving widow knows too. But that is no concern of mine.
str_comment_intro_female_famous_goodnatured|I've heard of you! It's very good to finally make your acquaintance.
str_comment_intro_female_famous_upstanding|I know your name. They say you are a most valiant warrior. I can only hope that your honour and mercy matches your valor.
str_comment_intro_female_noble_liege|It is not often that I meet a {reg33?woman:man} who aspires to lead {reg33?warriors:men} into battle. But these are dark and troubled times, and I for one will not turn away hands that can grip a sword, should their owner be brave and loyal.
str_comment_intro_female_noble_martial|I do not recognize the device on your banner, but clearly you are a {reg33?lady:boy} of rank. Please consider me your most humble servant.
str_comment_intro_female_noble_badtempered|I don't recognize the device on that banner. Clearly another foreigner come to our lands, bringing their strange ways.
str_comment_intro_female_noble_pitiless|I see that you carry a noble's banner, but I do not recognize the device... You should know, {reg33?lady:boy}, that in Perisno it is the {women/men} to ride to war, and if you seek to overturn the natural order of things, you will find your fair head stuck on a pike -- like that of any other rebel!
str_comment_intro_female_noble_cunning|It is not unheard-of for a {reg33?woman:man} to seek {reg33?her:his} fortune on the battlefields of Perisno, but neither is it usual. I shall be most interested in your progress.
str_comment_intro_female_noble_sadistic|You appear to be of noble rank, but I don't recognize your banner. Clearly, another foreigner come to our shores -- no doubt from a land where {women/men} are weak, and the {men/women} ride to war in their place!
str_comment_intro_female_noble_goodnatured|I see that you carry a noble{reg33?woman:man}'s banner, but I do not recognize the device. Forgive my ignorance, {dear boy/my lady}! It is good to make your acquaintance.
str_comment_intro_female_noble_upstanding|It is not every day that we see a {reg33?woman:male} caparisoned for war. Please do not take this amiss, {reg33?my lady:dear boy}, for you have every right to protect yourself, but I cannot pretend to be fully comfortable with your decision to fight in battle. I would prefer that {males/women} be untouched by these wars, as I believe the {male/female} to be the custodian of what little gentility and tenderness remains to us.
str_comment_intro_female_admiring_liege|It is not often that I meet a {reg33?woman:man} who aspires to lead {reg33?warriors/men} into battle. But these are dark and troubled times, and I for one will not turn away hands that can grip a sword, should their owner be brave and loyal.
str_comment_intro_female_admiring_martial|Greetings, {reg33?my lady:dear boy}. Although I see from your demeanor that you are not a conventional {reg33?maiden:boy}, I hope that you are not averse to a declaration of admiration from me, your most humble servant.
str_comment_intro_female_badtempered_admiring|Heh. Fancy this -- a {reg33?maiden:pretty boy}, all equipped for war. Well, it's a strange sight, but in your case, I can imagine that it might grow on me.
str_comment_intro_female_pitiless_admiring|It is unusual to see a {reg33?woman:boy} girt for war. Be careful, {reg33?my lady:dear boy} -- it is a harsh world, and it would be a shame to see such beauty marred by a sword-blow.
str_comment_intro_female_cunning_admiring|Greetings, {reg33?my lady:dear boy}. Please do not think it forward, if I say that it is unusual to see a {reg33?woman:boy} caparisoned for war. I hope that one day I may be the {reg65?mother/father} of a daughter possessed of such bravery and spirit.
str_comment_intro_female_sadistic_admiring|What have we here! A {reg33?woman:pretty boy}, caparisoned for war! Well, I dare say that one as fair as you could lend a touch of {delicacy/femininity} even to a mail hauberk.
str_comment_intro_female_admiring_goodnatured|{reg33?My lady:Dear boy}, if you are skilled as arms as you are fair in countenance, then your enemies should indeed fear you!
str_comment_intro_female_admiring_upstanding|Greetings, {reg33?my lady:dear boy}. Even with the dust of the march upon your clothes and gear, I can see that you are not lacking in the graces of your noble sex.
str_comment_intro_female_common_liege|It is not often that I meet a {reg33?woman:man} who aspires to lead {reg33?warriors:men} into battle. But these are dark and troubled times, and I for one will not turn away hands that can grip a sword, should their owner be brave and loyal.
str_comment_intro_female_common_martial|I must say, {reg33?my lady:dear boy} -- do be careful, riding about this dangerous land. If you ever wished to seek a more... em... settled life, I'm sure I could find you a worthy {reg33?husband:wife} from among my {reg33?men:warriors}.
str_comment_intro_female_common_badtempered|By the way, {reg33?girl:boy} -- does your {reg33?husband:mistress} know that you nicked {reg33?his:her} weapons and armor? I'll bet you're in for a right old beating when you get home!
str_comment_intro_female_common_pitiless|These are fallen times indeed, when even {reg33?women:males} turn brigand, to pick the leavings from the wreckage of war.
str_comment_intro_female_common_cunning|It is not unheard-of for a {reg33?woman:male} to seek {reg33?her:his} fortune on the battlefields of Perisno, but neither is it usual. I shall be most interested in your progress.
str_comment_intro_female_common_sadistic|A {reg33?woman:man}, caparisoned for war! Well, I suppose that you're {reg33?no more:not much less} womanly than most of those in my service who call themselves warriors.
str_comment_intro_female_common_goodnatured|From the look of you, I suppose you can handle yourself, but do be careful out there, {reg33?my lady:my boy}.
str_comment_intro_female_common_upstanding|It is not every day that we see a {male/woman} caparisoned for war. Please do not take this amiss, {reg33?my lady:my boy}, for you have every right to protect yourself, but I cannot pretend to be fully comfortable with your decision to fight in battle. I would prefer that {males/women} be untouched by these wars, as I believe the {male/female} to be the custodian of what little gentility and tenderness remains to us.
str_rejoinder_intro_female_common_badtempered|I won my weapons in battle. Would you care to test their edge?
str_rejoinder_intro_female_noble_sadistic|Never mind my country. Here in Perisno, it seems, dogs lead {reg65?soldiers:men} to war.
str_rejoinder_intro_female_common_sadistic|And you, {reg65?madam:sir}, are no more bestial than my horse.
str_rejoinder_intro_female_noble_pitiless|I would restore the natural order, so that you no longer speak from your arse.
str_rejoinder_intro_female_common_pitiless|Indeed, these are fallen times, when brigands call themselves 'Lord'.
str_rejoinder_intro_noble_sadistic|Maybe now I'll take your banner. And your cattle. And your life.
str_rejoinder_intro_female_pitiless_admiring|I would be delighted to mar your {reg65?pretty face:handsome nose}, {reg65?madam:sir}.
str_rejoinder_intro_female_common_upstanding|Would you like to feel the tenderness of my steel?
str_rejoinder_intro_female_noble_upstanding|Would you like to feel the tenderness of my steel?
str_rejoinder_intro_female_common_martial|I could find worthier {reg33?husbands:wives} than those in a kennel.
str_rejoinder_intro_female_sadistic_admiring|You could add a touch of humanity to a horse's harness, but just a touch.
str_rejoinder_intro_female_badtempered_admiring|If you're disturbed by the sight of me, I'd be pleased to put out your eyes.
str_comment_you_raided_my_village_enemy_benevolent|You have attacked innocent farmers under my protection in the village of {s51}. I will punish you for your misdeeds!
str_comment_you_raided_my_village_enemy_spiteful|You have raided my village of {s51}, destroying my property and killing the tenants. I will take my compensation in blood!
str_comment_you_raided_my_village_enemy_coldblooded|You have raided my village of {s51}, destroying my property and killing the tenants. I will make you think twice before you disrupt my revenues like that again.
str_comment_you_raided_my_village_enemy|You have raided my village of {s51}, destroying my property and killing tenants under my protection. You will pay the price for your crime!
str_comment_you_raided_my_village_unfriendly_spiteful|You have raided my village of {s51}. Do it again and I'll gut you like a fish.
str_comment_you_raided_my_village_friendly|You have raided my village of {s51}. This will place a grave strain on our friendship.
str_comment_you_raided_my_village_default|You have raided my village of {s51}. If you continue to behave this way, we may soon come to blows.
str_comment_you_stole_cattles_from_my_village_enemy_benevolent|I have heard that you have stolen cattles from innocent farmers under my protection in the village of {s51}. I will punish you for your misdeeds!
str_comment_you_stole_cattles_from_my_village_enemy_spiteful|I have heard that you have stolen cattles from my villagers living at {s51}, stealing my villager's property. You will pay results of this dishonorable act!
str_comment_you_stole_cattles_from_my_village_enemy_coldblooded|I have heard that you have stolen cattles from my villagers living at {s51}, stealing my villager's property. I will make you think twice before you disrupt my revenues like that again.
str_comment_you_stole_cattles_from_my_village_enemy|I have heard that you have stolen cattles from my villagers living at {s51}, stealing my villager's property. You will pay results of this dishonorable act!
str_comment_you_stole_cattles_from_my_village_unfriendly_spiteful|I have heard that you have stolen cattles from my villagers living at {s51}. Do it again and I'll gut you like a fish.
str_comment_you_stole_cattles_from_my_village_friendly|I have heard that you have stolen cattles from my villagers living at {s51}. This will place a grave strain on our friendship.
str_comment_you_stole_cattles_from_my_village_default|I have heard that you have stolen cattles from my villagers living at {s51}. If you continue to behave this way, we may soon come to blows.
str_comment_you_robbed_my_village_enemy_coldblooded|You have robbed my tenants in the village of {s51}. I take that as a personal insult.
str_comment_you_robbed_my_village_enemy|You have robbed innocent farmers under my protection in the village of {s51}.  I will punish you for your misdeeds!
str_comment_you_robbed_my_village_friendly_spiteful|I have heard that you pinched some food from my tenants at {s51}. Well, I'll not begrudge you a scrap or two, but keep in mind that I'm the one who must listen to their whining afterward.
str_comment_you_robbed_my_village_friendly|I have heard that you requisitioned supplies from my tenants at {s51}. I am sure that you would not have done so were you not desperately in need.
str_comment_you_robbed_my_village_default|You have robbed my tenants in the village of {s51}. If you continue to behave this way, we may soon come to blows.
str_comment_you_accosted_my_caravan_enemy|You have been accosting caravans under my protection. But your trail of brigandage will soon come to an end.
str_comment_you_accosted_my_caravan_default|You have been accosting caravans under my protection. This sort of behavior must stop.
str_comment_you_helped_villagers_benevolent|I heard that you gave charity to my tenants in the village of {s51}. I had been neglectful in my duties as lord and protector, and I appreciate what you have done.
str_comment_you_helped_villagers_friendly_cruel|I heard that you gave charity to my tenants in the village of {s51}. I appreciate that you meant well, but I'd rather you not undercut my authority like that.
str_comment_you_helped_villagers_friendly|I heard that you gave charity to my tenants in the village of {s51}. Times are hard, and I know that you mean well, so I will not object to you providing them with assistance.
str_comment_you_helped_villagers_unfriendly_spiteful|I heard that you gave charity to my tenants in the village of {s51}. As amusing as it is to see you grubbing for favor among my vassals, I would ask you to mind your own business.
str_comment_you_helped_villagers_cruel|I heard that you gave charity to my tenants in the village of {s51}. As the peasants' lord and protector, it is most properly my duty to assist them in times of hardship. You may mean well, but your actions still undercut my authority. I would thank you to leave them alone.
str_comment_you_helped_villagers_default|I heard that you gave charity to my tenants in the village of {s51}. Times are hard, and I know that you mean well, but try not to make a habit of it. I am their lord and protector, and I would rather not have them go looking to strangers for assistance.
str_comment_you_give_castle_in_my_control|You won't regret your decision to give {s51} to me. You can count on me to protect it.
str_comment_you_captured_a_castle_allied_friendly|I heard that you have besieged and taken {s51}. That was a great dead, and I am proud to call you my friend!
str_comment_you_captured_a_castle_allied_spiteful|I heard that you have besieged and taken {s51}. Good work! Soon, we will have all their fortresses to despoil, their treasuries to ransack, their grieving widows to serve us our wine.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|I heard that you have besieged and taken {s51}. Well, every dog has his day, or so they say. Enjoy it while you can, until your betters kick you back out in the cold where you belong.
str_comment_you_captured_a_castle_allied_unfriendly|I heard that you have besieged and taken {s51}. Whatever our differences in the past, I must offer you my congratulations.
str_comment_you_captured_a_castle_allied|I heard that you have besieged and taken {s51}. We have them on the run!
str_comment_you_captured_my_castle_enemy_spiteful|I hear that you have broken into my home at {s51}. I hope the dungeon is to your liking, as you will be spending much time there in the years to come.
str_comment_you_captured_my_castle_enemy_chivalrous|You hold {s51}, my rightful fief. I hope you will give me the chance to win it back!
str_comment_you_captured_my_castle_enemy|You have something that belongs to me -- {s51}. I will make you relinquish it.
str_comment_we_defeated_a_lord_unfriendly_spiteful|I suppose you will want to drink to the memory of our victory over {s54}. Well, save your wine -- it will take more than that to wipe out the stain of your earlier disgraces.
str_comment_we_defeated_a_lord_unfriendly|I will not forget how we fought together against {s54}, but I can also not forget the other matters that lie between us.
str_comment_we_defeated_a_lord_cruel|That was a great victory over {s54}, wasn't it? We made of his army a feast for the crows!
str_comment_we_defeated_a_lord_quarrelsome|I won't forget how we whipped {s54}? I enjoyed that.
str_comment_we_defeated_a_lord_upstanding|I will not forget our victory over {s54}. Let us once again give thanks to heaven, and pray that we not grow too proud.
str_comment_we_defeated_a_lord_default|That was a great victory over {s54}, wasn't it? I am honoured to have fought by your side.
str_comment_we_fought_in_siege_unfriendly_spiteful|I suppose you will want to drink to the memory of our capture of {s51}. Well, save your wine -- it will take more than that to wipe out the stain of your earlier disgraces.
str_comment_we_fought_in_siege_unfriendly|I will not forget how we together we stormed {s51}, but I can also not forget the other matters that lie between us.
str_comment_we_fought_in_siege_cruel|I won't forget how we broke through the walls of {s51} and put its defenders to the sword. It is a sweet memory.
str_comment_we_fought_in_siege_quarrelsome|Remember how the enemy squealed when we came over the walls of {s51}? They had thought they were safe! We wiped the smug smiles of their faces!
str_comment_we_fought_in_siege_upstanding|I will not forget our capture of {s51}. Let us once again give thanks to heaven, and pray that we not grow too proud.
str_comment_we_fought_in_siege_default|I will not forget how together we captured {s51}. I am honoured to have fought by your side.
str_comment_we_fought_in_major_battle_unfriendly_spiteful|I suppose you will want to drink to the memory of our great victory near {s51}. Well, save your wine -- it will take more than that to wipe out the stain of your earlier disgraces.
str_comment_we_fought_in_major_battle_unfriendly|I will not forget how we fought together in the great battle near {s51}, but I can also not forget the other matters that lie between us.
str_comment_we_fought_in_major_battle_cruel|I won't forget the great battle near {s51}, when we broke through the enemy lines and they ran screaming before us. It is a sweet memory.
str_comment_we_fought_in_major_battle_quarrelsome|That was a fine fight near {s51}, when we made those bastards run!
str_comment_we_fought_in_major_battle_upstanding|I will not forget how we fought side by side at the great battle near {s51}. Let us once again give thanks to heaven, and pray that we not grow too proud.
str_comment_we_fought_in_major_battle_default|I will not forget how we fought side by side at the great battle near {s51}. I am honoured to have fought by your side.
str_comment_you_defeated_a_lord_allied_liege|So, you crossed swords with that rascal they call {s54}, and emerged victorious. I am very happy to hear that.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|I heard that you fought and defeated {s54}. Every dog has its day, I suppose.
str_comment_you_defeated_a_lord_allied_spiteful|I heard that you fought and defeated that dog {s54}. Ah, if only I could have heard {reg4?her:him} whimpering for mercy.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|I heard that you fought and defeated {s54}. I hope that you did not use dishonourable means to do so.
str_comment_you_defeated_a_lord_allied|I heard that you fought and defeated {s54}. I wish you joy of your victory.
str_comment_you_defeated_me_enemy_chivalrous|I will not begrudge you your victory the last time that we met, but I am anxious for another round!
str_comment_you_defeated_me_enemy_spiteful|I have been looking forward to meeting you again. Your tricks will not deceive me a second time, and I will relish hearing your cries for mercy.
str_comment_you_defeated_me_enemy|When last we met, {playername}, you had the better of me. But I assure you that it will not happen again!
str_comment_i_defeated_you_enemy_spiteful|Back for more? Make me fight you again, and I'll feed your bowels to my hounds.
str_comment_i_defeated_you_enemy_chivalrous|Come to test your valor against me again, {playername}?
str_comment_i_defeated_you_enemy_benevolent|So once again you come at me? Will you ever learn?
str_comment_i_defeated_you_enemy_coldblooded|You are persistent, but a nuisance.
str_comment_i_defeated_you_enemy|How many times must I chastise you before you learn to keep your distance?
str_comment_we_were_defeated_unfriendly_spiteful|Last I saw you, you had been struck down by the {reg4?warriors:men} of {s54}. I blame you for that disaster. What a pity to see that you survived.
str_comment_we_were_defeated_unfriendly|Last I saw you, you had been struck down by the {reg4?warriors:men} of {s54}. Well, I see that you survived.
str_comment_we_were_defeated_cruel|Last I saw you, you had been struck down by the {reg4?warriors:men} of {s54}. Don't worry -- we'll find {reg4?her:him}, and make {reg4?her:him} choke on {reg4?her:her} victory.
str_comment_we_were_defeated_default|Last I saw you, you had been struck down by the {reg4?warriors:men} of {s54}. It is good to see you alive and well.
str_comment_you_were_defeated_allied_friendly_spiteful|I heard that {s54} gave you a hard time. Don't worry, friend -- I'll find {reg4?her:him} for you, and make you a gift of {reg4?her:his} head.
str_comment_you_were_defeated_allied_unfriendly_cruel|I had heard that {s54} slaughtered your men like sheep. But here you are, alive. Such a disappointment!
str_comment_you_were_defeated_allied_spiteful|I heard that {s54} crushed you underfoot like an ant. Hah! Children should not play games made for grown-ups, little {boy/girl}!
str_comment_you_were_defeated_allied_pitiless|I heard that {s54} defeated you, and scattered your forces. That is most disappointing...
str_comment_you_were_defeated_allied_unfriendly_upstanding|I heard that {s54} defeated you. Perhaps you should consider if you have considered any misdeeds, that might cause heaven to rebuke you in this way.
str_comment_you_were_defeated_allied_unfriendly|I heard that {s54} defeated you. Look, try not to get too many of our men killed, will you?
str_comment_you_were_defeated_allied|I heard that {s54} defeated you. But take heart -- the tables will soon be turned!
str_comment_you_helped_my_ally_unfriendly_chivalrous|I heard that you saved {s54} from likely defeat. Whatever else I may think of you, I must at least commend you for that.
str_comment_you_helped_my_ally_liege|I heard that you saved my vassal {s54} from likely defeat. 
str_comment_you_helped_my_ally_unfriendly_spiteful|I heard that you rode to the rescue of our poor {s54}. Did you think {reg4?her:him} a damsel in distress? No matter -- it's a common mistake.
str_comment_you_helped_my_ally_spiteful|I heard that you saved {s54} from a whipping. You should have let {reg4?her:him} learn {reg4?her:his} lesson, in my opinion.
str_comment_you_helped_my_ally_chivalrous|I heard that you got {s54} out of a tight spot. That was a noble deed.
str_comment_you_helped_my_ally_default|I heard that you got {s54} out of a tight spot. Good work!
str_comment_you_abandoned_us_unfriendly_spiteful|You worm! You left us alone to face {s54}, didn't you? I spit at you.
str_comment_you_abandoned_us_unfriendly_pitiless|Well... You abandoned me in the middle of a battle with {s54}, didn't you? I'll see you buried in a traitor's grave.
str_comment_you_abandoned_us_spiteful|You disappeared in the middle of that battle with {s54}... I hope you have a good explanation. Did your bowels give out? Were you shaking too hard with fear to hold your weapon?
str_comment_you_abandoned_us_chivalrous|What happened? You disappeared in the middle of that battle against {s54}. I can only hope that you were too badly wounded to stand, for I would be ashamed to have gone into battle alongside a coward.
str_comment_you_abandoned_us_benefitofdoubt|What happened? You disappeared in the middle of that battle against {s54}. I assume that you must have been wounded, but it did look suspicious.
str_comment_you_abandoned_us_default|What happened? One moment you were fighting with us against {s54}, the next moment you were nowhere to be found?
str_comment_you_ran_from_me_enemy_spiteful|Last time we met, you ran from me like a whipped dog. Have you come back to bark at me again, or to whine for mercy?
str_comment_you_ran_from_me_enemy_chivalrous|Last time we met, you fled from me. Learn to stand and fight like a gentleman!
str_comment_you_ran_from_me_enemy_benevolent|When I saw you flee the last time that we met, I had hoped that I would not have to fight you again.
str_comment_you_ran_from_me_enemy_coldblooded|Last time we met, you fled from me. That was a wise decision
str_comment_you_ran_from_me_enemy|You may have been able to escape the last time we crossed paths, but the next time I doubt that you be so lucky.
str_comment_you_ran_from_foe_allied_chivalrous|They say that you fled from {s54}, leaving your men behind. I pray that this is not true, for such conduct does dishonour to us all.
str_comment_you_ran_from_foe_allied_upstanding|They say that you fled from {s54}, leaving your men behind. I do not always believe such rumors, and I also know that desperate straits call for desperate measures. But I beg you to take more care of your good name, for men will not fight in our armies if they hear that we abandon them on the field of battle.
str_comment_you_ran_from_foe_allied_spiteful|By the way, they said that you ran away from {s54} like a quaking little rabbit, leaving your men behind to be butchered. Ha! What a sight that would have been to see!
str_comment_you_defeated_my_friend_enemy_pragmatic|You may have bested {s54}, but you cannot defeat us all.
str_comment_you_defeated_my_friend_enemy_chivalrous|I have heard that you defeated {s54}, and ever since have been anxious to cross swords with you.
str_comment_you_defeated_my_friend_enemy_spiteful|Your fame runs before you, {playername}. {s54} may have fallen for your tricks, but if you fight me, you'll find a me a much more slippery foe.
str_comment_you_defeated_my_friend_enemy|They say that you have defeated {s54}. But I will be a truer test of your skill at arms.
str_comment_you_captured_a_lord_allied_friendly_spiteful|I heard that you captured {s54}. I hope that you squeezed {reg4?her:him} for every aurum.
str_comment_you_captured_a_lord_allied_unfriendly_spiteful|I heard that you captured {s54}. Your coffers must be well-bloated with ransom by now. Such a pity that money cannot transform a low-born cur into a {gentleman/gentlewoman}!
str_comment_you_captured_a_lord_allied_chivalrous|I heard that you captured {s54}. Well done. I assume, of course, that {reg4?she:he} has been been treated with the honours due {reg4?her:his} rank.
str_comment_you_captured_a_lord_allied|I heard that you captured {s54}. Well done. {reg4?Her:His} ransom must be worth quite something.
str_comment_you_let_go_a_lord_allied_chivalrous|I heard that you captured {s54}, but then let {reg4?her:him} go. Such chivalry does a credit to our cause.
str_comment_you_let_go_a_lord_allied_upstanding|I heard that you captured {s54}, but then let {reg4?her:him} go. Well, that was an honourable course of action, if possibly also a dangerous one.
str_comment_you_let_go_a_lord_allied_coldblooded|I heard that you captured {s54}, but then let {reg4?her:him} go. That was most chivalrous of you, but chivalry does not win wars.
str_comment_you_let_go_a_lord_allied_unfriendly_spiteful|I heard that you captured {s54}, but then let {reg4?her:him} go. How very chivalrous of you! No doubt the widows and orphans {reg4?she:he} leaves in {reg4?her:his} wake will want to commend you in person.
str_comment_you_let_go_a_lord_allied|I heard that you captured {s54}, but then let {reg4?her:him} go. Well, I will not tell you what to do with your own prisoners.
str_comment_you_let_me_go_spiteful|When last we met, you had me at your mercy and allowed me to go free. I hope you enjoyed toying with me, like a cat with a mouse, because soon I will have you at my mercy, to slay or humiliate according to my fancy.
str_comment_you_let_me_go_enemy_chivalrous|When last we met, you had me at your mercy and allowed me to go free. That was most chivalrous of you, and I will not forget. But I also must remember my oath to my liege, and our kingdoms are still at war.
str_comment_you_let_me_go_enemy_coldblooded|When last we met, you had me at your mercy and allowed me to go free. But we are still enemies, and I cannot promise to repay your mercy in kind.
str_comment_you_let_me_go_enemy|When last we met, you had me at your mercy and allowed me to go free. That was kind of you. But we are still at war.
str_comment_you_let_me_go_default|When last we met, you had me at your mercy and allowed me to go free. That was kind of you, and I am glad that our kingdoms are no longer at war.
str_comment_pledged_allegiance_allied_martial_unfriendly|I heard that you have pledged allegiance to our lord, {s54}. Pray do not disgrace us by behaving in a cowardly fashion.
str_comment_pledged_allegiance_allied_martial|I heard that you have pledged allegiance to our lord, {s54}. I look forward to fighting alongside you against our foes.
